mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
1;5;15.00;0.0;10.7;71;2;56;-;-;145;1023.8;-
1;5;16.00;0.0;10.8;74;3;172;-;-;12;1024.0;-
1;5;17.00;0.0;10.8;71;5;133;-;-;0;1025.0;-
1;5;18.00;0.0;10.2;70;4;79;-;-;0;1025.2;-
1;5;19.00;0.0;9.3;71;7;172;-;-;0;1025.6;-
1;5;20.00;0.0;9.3;69;4;93;-;-;0;1025.9;-
1;5;21.00;0.0;8.3;73;5;163;-;-;0;1026.2;-
1;5;22.00;0.0;9.0;71;4;90;-;-;0;1026.3;-
1;5;23.00;0.0;8.5;74;4;182;-;-;0;1026.4;-
1;5;24.00;0.0;9.1;73;3;90;-;-;0;1026.3;-
1;6;1.00;0.0;9.0;70;2;167;-;-;0;1026.2;-
1;6;2.00;0.0;9.7;70;4;37;-;-;0;1026.4;-
1;6;3.00;0.0;9.4;73;2;74;-;-;0;1026.3;-
1;6;4.00;0.0;9.1;72;3;160;-;-;0;1026.4;-
1;6;5.00;0.0;9.7;69;4;73;-;-;0;1026.4;-
1;6;6.00;0.0;9.6;71;3;25;-;-;0;1027.0;-
1;6;7.00;0.0;9.5;73;3;122;-;-;0;1027.6;-
1;6;8.00;0.0;10.4;67;6;134;-;-;213;1027.5;-
1;6;9.00;0.0;11.2;65;5;172;-;-;455;1027.9;-
1;6;10.00;0.0;11.3;64;4;242;-;-;780;1027.7;-
1;6;11.00;0.0;11.1;71;8;302;-;-;922;1027.5;-
1;6;12.00;0.0;11.0;75;11;327;-;-;799;1027.0;-
1;6;13.00;0.0;10.7;76;11;313;-;-;554;1026.9;-
1;6;14.00;0.0;10.8;76;8;325;-;-;429;1027.0;-
1;6;15.00;0.0;10.9;75;6;338;-;-;194;1027.2;-
1;6;16.00;0.0;10.9;76;7;344;-;-;17;1027.6;-
1;6;17.00;0.0;11.0;74;6;348;-;-;0;1027.8;-
1;6;18.00;0.0;10.8;74;5;97;-;-;0;1027.9;-
1;6;19.00;0.0;10.6;78;3;172;-;-;0;1028.1;-
1;6;20.00;0.0;10.5;78;6;141;-;-;0;1027.9;-
1;6;21.00;0.0;10.5;74;6;151;-;-;0;1028.1;-
1;6;22.00;0.0;10.3;75;9;152;-;-;0;1027.9;-
1;6;23.00;0.0;10.1;75;9;134;-;-;0;1027.5;-
1;6;24.00;0.0;10.2;74;6;162;-;-;0;1026.8;-
1;7;1.00;0.0;10.3;73;5;152;-;-;0;1026.5;-
1;7;2.00;0.0;10.5;75;4;198;-;-;0;1026.5;-
1;7;3.00;0.0;9.6;84;10;325;-;-;0;1026.2;-
1;7;4.00;0.0;9.6;84;3;105;-;-;0;1025.9;-
1;7;5.00;0.2;9.4;87;4;339;-;-;0;1025.8;-
1;7;6.00;0.2;9.3;88;4;98;-;-;0;1025.6;-
1;7;7.00;0.0;9.8;84;4;60;-;-;0;1025.9;-
1;7;8.00;0.0;10.0;78;4;108;-;-;5;1026.2;-
1;7;9.00;0.0;10.2;76;4;93;-;-;48;1026.2;-
1;7;10.00;0.0;10.9;74;3;298;-;-;211;1026.0;-
1;7;11.00;0.0;10.9;75;2;325;-;-;209;1025.6;-
1;7;12.00;0.0;10.7;77;5;316;-;-;198;1025.0;-
1;7;13.00;0.0;10.9;77;5;337;-;-;210;1024.5;-
1;7;14.00;0.0;11.0;78;4;310;-;-;218;1024.3;-
1;7;15.00;0.0;10.8;81;8;316;-;-;67;1024.5;-
1;7;16.00;0.0;10.8;80;8;303;-;-;3;1024.6;-
1;7;17.00;0.0;10.9;82;4;344;-;-;0;1025.0;-
1;7;18.00;0.0;10.7;82;1;48;-;-;0;1025.0;-
1;7;19.00;0.0;10.8;83;3;305;-;-;0;1025.0;-
1;7;20.00;0.0;10.5;85;4;300;-;-;0;1024.7;-
1;7;21.00;0.0;10.3;86;2;146;-;-;0;1024.8;-
1;7;22.00;0.0;10.2;87;3;166;-;-;0;1024.6;-
1;7;23.00;0.0;9.9;87;4;161;-;-;0;1024.3;-
1;7;24.00;0.0;10.2;87;3;191;-;-;0;1023.8;-
1;8;1.00;0.0;10.2;88;1;228;-;-;0;1023.6;-
1;8;2.00;0.0;10.1;89;1;156;-;-;0;1023.1;-
1;8;3.00;0.0;10.6;87;5;103;-;-;0;1021.7;-
1;8;4.00;0.0;10.3;84;4;177;-;-;0;1021.3;-
1;8;5.00;0.0;10.9;84;4;341;-;-;0;1021.3;-
1;8;6.00;0.0;10.7;86;4;5;-;-;0;1021.0;-
1;8;7.00;0.2;10.7;86;2;357;-;-;0;1020.8;-
1;8;8.00;0.2;10.6;87;3;286;-;-;1;1020.8;-
1;8;9.00;0.2;10.6;88;2;322;-;-;15;1020.6;-
1;8;10.00;0.2;10.5;90;4;332;-;-;43;1020.1;-
1;8;11.00;0.0;10.6;90;3;341;-;-;41;1019.4;-
1;8;12.00;0.0;10.6;90;4;318;-;-;107;1018.7;-
1;8;13.00;0.0;10.6;91;8;310;-;-;90;1018.5;-
1;8;14.00;0.0;10.2;90;8;287;-;-;51;1018.6;-
1;8;15.00;0.0;10.2;90;5;246;-;-;34;1018.9;-
1;8;16.00;0.0;10.3;89;2;239;-;-;1;1019.0;-
1;8;17.00;0.0;10.5;88;3;249;-;-;0;1019.4;-
1;8;18.00;0.0;10.5;88;3;226;-;-;0;1019.9;-
1;8;19.00;0.0;10.5;86;3;150;-;-;0;1019.9;-
1;8;20.00;0.0;10.6;87;3;0;-;-;0;1020.2;-
1;8;21.00;0.0;10.6;88;3;292;-;-;0;1020.4;-
1;8;22.00;0.0;10.4;87;8;314;-;-;0;1020.5;-
1;8;23.00;0.0;10.6;85;2;173;-;-;0;1020.5;-
1;8;24.00;0.0;10.5;88;4;141;-;-;0;1020.4;-
1;9;1.00;0.0;9.9;91;5;296;-;-;0;1020.8;-
1;9;2.00;0.0;9.9;92;5;279;-;-;0;1021.1;-
1;9;3.00;0.0;10.2;92;5;139;-;-;0;1020.9;-
1;9;4.00;0.0;9.8;91;12;293;-;-;0;1021.4;-
1;9;5.00;0.0;9.9;89;3;73;-;-;0;1021.7;-
1;9;6.00;0.0;10.1;88;3;279;-;-;0;1022.5;-
1;9;7.00;0.0;9.9;86;2;213;-;-;0;1022.8;-
1;9;8.00;0.0;10.2;83;3;181;-;-;44;1023.7;-
1;9;9.00;0.0;10.3;84;3;222;-;-;144;1024.3;-
1;9;10.00;0.0;10.4;84;4;274;-;-;96;1024.9;-
1;9;11.00;0.0;10.3;79;7;326;-;-;60;1025.2;-
1;9;12.00;0.0;10.5;81;2;255;-;-;157;1024.8;-
1;9;13.00;0.0;10.6;80;4;273;-;-;116;1024.7;-
1;9;14.00;0.0;10.4;83;2;347;-;-;119;1024.8;-
1;9;15.00;0.0;10.7;83;2;341;-;-;65;1024.7;-
1;9;16.00;0.0;10.9;85;6;301;-;-;10;1025.5;-
1;9;17.00;0.0;10.9;84;5;246;-;-;0;1026.2;-
1;9;18.00;0.0;10.9;84;5;215;-;-;0;1026.9;-
1;9;19.00;0.0;10.7;83;6;145;-;-;0;1027.2;-
1;9;20.00;0.0;10.7;83;4;169;-;-;0;1027.5;-
1;9;21.00;0.0;10.6;82;3;130;-;-;0;1027.6;-
1;9;22.00;0.0;10.8;82;2;240;-;-;0;1027.6;-
1;9;23.00;0.0;10.4;86;5;280;-;-;0;1027.7;-
1;9;24.00;0.0;10.3;86;2;195;-;-;0;1028.1;-
1;10;1.00;0.0;10.3;84;3;175;-;-;0;1028.5;-
1;10;2.00;0.0;10.5;81;4;139;-;-;0;1028.6;-
1;10;3.00;0.0;10.5;80;4;151;-;-;0;1028.7;-
1;10;4.00;0.0;10.6;80;5;110;-;-;0;1028.5;-
1;10;5.00;0.0;10.6;80;4;158;-;-;0;1028.9;-
1;10;6.00;0.0;10.5;83;4;223;-;-;0;1029.4;-
1;10;7.00;0.0;9.9;87;4;273;-;-;0;1029.4;-
1;10;8.00;0.0;9.8;87;5;307;-;-;15;1029.9;-
1;10;9.00;0.0;10.0;87;2;320;-;-;91;1030.3;-
1;10;10.00;0.0;10.0;85;5;295;-;-;94;1030.5;-
1;10;11.00;0.0;10.0;85;5;293;-;-;62;1030.1;-
1;10;12.00;0.0;10.0;85;5;303;-;-;60;1029.6;-
1;10;13.00;0.0;9.9;85;5;337;-;-;71;1029.4;-
1;10;14.00;0.0;10.0;85;2;291;-;-;54;1029.2;-
1;10;15.00;0.0;10.2;83;3;293;-;-;21;1029.2;-
1;10;16.00;0.0;10.0;85;5;357;-;-;1;1029.2;-
1;10;17.00;0.0;10.0;84;5;306;-;-;0;1029.5;-
1;10;18.00;0.0;9.9;83;5;318;-;-;0;1029.7;-
1;10;19.00;0.0;10.0;85;4;344;-;-;0;1029.3;-
1;10;20.00;0.0;9.6;86;3;329;-;-;0;1029.3;-
1;10;21.00;0.0;9.3;90;4;321;-;-;0;1029.2;-
1;10;22.00;0.2;9.1;92;3;10;-;-;0;1028.7;-
1;10;23.00;0.0;9.3;92;3;313;-;-;0;1028.5;-
1;10;24.00;0.0;9.5;92;6;301;-;-;0;1028.2;-
1;11;1.00;0.0;9.5;93;2;357;-;-;0;1027.8;-
1;11;2.00;0.0;9.6;93;3;310;-;-;0;1027.6;-
1;11;3.00;0.0;9.6;93;7;278;-;-;0;1027.5;-
1;11;4.00;0.0;9.6;93;4;276;-;-;0;1027.1;-
1;11;5.00;0.0;9.7;93;3;256;-;-;0;1027.6;-
1;11;6.00;0.0;9.9;93;3;219;-;-;0;1027.9;-
1;11;7.00;0.0;10.0;92;2;42;-;-;0;1027.9;-
1;11;8.00;0.0;10.0;92;3;313;-;-;3;1028.2;-
1;11;9.00;0.0;9.8;92;5;283;-;-;20;1028.1;-
1;11;10.00;0.0;9.7;94;9;295;-;-;29;1028.4;-
1;11;11.00;0.0;9.4;95;14;310;-;-;26;1028.1;-
1;11;12.00;0.0;9.3;95;6;313;-;-;46;1027.1;-
1;11;13.00;0.0;9.5;95;2;238;-;-;29;1026.0;-
1;11;14.00;0.0;9.3;95;6;300;-;-;27;1025.8;-
1;11;15.00;0.0;9.5;93;9;268;-;-;4;1025.3;-
1;11;16.00;0.0;9.4;93;5;267;-;-;0;1024.7;-
1;11;17.00;0.0;9.3;93;8;305;-;-;0;1025.0;-
1;11;18.00;0.0;9.3;94;3;262;-;-;0;1024.5;-
1;11;19.00;0.0;9.3;94;3;265;-;-;0;1023.9;-
1;11;20.00;0.0;9.4;94;4;268;-;-;0;1023.3;-
1;11;21.00;0.0;9.5;94;14;197;-;-;0;1022.2;-
1;11;22.00;0.0;9.3;95;14;250;-;-;0;1021.7;-
1;11;23.00;0.0;9.1;94;8;224;-;-;0;1020.7;-
1;11;24.00;0.0;9.0;94;7;234;-;-;0;1019.5;-
1;12;1.00;0.0;9.7;94;10;168;-;-;0;1019.2;-
1;12;2.00;0.0;9.9;92;13;159;-;-;0;1018.4;-
1;12;3.00;0.0;8.9;94;13;350;-;-;0;1018.2;-
1;12;4.00;0.0;9.2;94;6;314;-;-;0;1017.6;-
1;12;5.00;0.0;9.5;93;3;308;-;-;0;1018.5;-
1;12;6.00;0.0;9.7;92;1;352;-;-;0;1019.5;-
1;12;7.00;0.0;9.9;91;5;283;-;-;1;1020.3;-
1;12;8.00;0.0;10.0;91;1;244;-;-;109;1020.9;-
1;12;9.00;0.0;10.2;90;6;246;-;-;486;1021.6;-
1;12;10.00;0.0;10.2;89;6;222;-;-;490;1021.9;-
1;12;11.00;0.0;9.9;90;7;187;-;-;328;1022.1;-
1;12;12.00;0.0;9.9;89;5;299;-;-;361;1022.1;-
1;12;13.00;0.0;10.0;88;9;310;-;-;419;1022.0;-
1;12;14.00;0.0;10.3;88;6;267;-;-;211;1022.4;-
1;12;15.00;0.0;10.2;87;8;286;-;-;77;1023.3;-
1;12;16.00;0.0;10.4;87;6;127;-;-;21;1024.2;-
1;12;17.00;0.0;10.4;86;8;150;-;-;0;1024.2;-
1;12;18.00;0.0;10.5;89;6;285;-;-;0;1024.9;-
1;12;19.00;0.0;10.0;87;11;5;-;-;0;1025.9;-
1;12;20.00;0.0;9.7;89;3;137;-;-;0;1026.0;-
1;12;21.00;0.0;9.3;90;5;134;-;-;0;1026.0;-
1;12;22.00;0.0;9.1;87;5;113;-;-;0;1026.4;-
1;12;23.00;0.0;9.0;84;3;111;-;-;0;1026.6;-
1;12;24.00;0.0;9.8;77;2;80;-;-;0;1026.8;-
1;13;1.00;0.0;9.1;76;3;188;-;-;0;1026.8;-
1;13;2.00;0.0;9.2;74;3;113;-;-;0;1027.0;-
1;13;3.00;0.0;9.1;69;3;173;-;-;0;1026.7;-
1;13;4.00;0.0;9.7;62;4;94;-;-;0;1027.1;-
1;13;5.00;0.0;9.0;73;4;134;-;-;0;1027.2;-
1;13;6.00;0.0;8.5;78;2;344;-;-;0;1027.5;-
1;13;7.00;0.0;9.1;72;4;99;-;-;6;1027.7;-
1;13;8.00;0.0;9.3;74;2;82;-;-;222;1027.5;-
1;13;9.00;0.0;10.0;76;2;65;-;-;92;1027.9;-
1;13;10.00;0.0;10.6;77;3;116;-;-;105;1027.9;-
1;13;11.00;0.0;11.1;74;1;186;-;-;214;1027.5;-
1;13;12.00;0.0;11.6;76;3;301;-;-;351;1026.9;-
1;13;13.00;0.0;12.1;77;3;296;-;-;405;1026.7;-
1;13;14.00;0.0;13.1;67;1;297;-;-;506;1026.6;-
1;13;15.00;0.0;13.2;64;4;0;-;-;263;1026.7;-
1;13;16.00;0.0;12.2;70;5;50;-;-;24;1026.9;-
1;13;17.00;0.0;11.5;74;7;84;-;-;0;1027.2;-
1;13;18.00;0.0;11.4;74;4;132;-;-;0;1027.5;-
1;13;19.00;0.0;11.7;70;4;81;-;-;0;1027.4;-
1;13;20.00;0.0;10.4;74;1;90;-;-;0;1027.9;-
1;13;21.00;0.0;9.6;78;3;139;-;-;0;1027.7;-
1;13;22.00;0.0;9.3;79;3;124;-;-;0;1027.6;-
1;13;23.00;0.0;9.9;79;5;69;-;-;0;1027.7;-
1;13;24.00;0.0;9.4;79;4;219;-;-;0;1027.4;-
1;14;1.00;0.0;10.7;75;4;136;-;-;0;1026.8;-
1;14;2.00;0.0;11.2;72;8;127;-;-;0;1026.6;-
1;14;3.00;0.0;11.0;73;10;127;-;-;0;1026.5;-
1;14;4.00;0.0;10.9;76;10;133;-;-;0;1026.4;-
1;14;5.00;0.0;11.1;75;9;153;-;-;0;1026.5;-
1;14;6.00;0.0;10.5;88;9;207;-;-;0;1026.8;-
1;14;7.00;0.0;10.5;88;11;234;-;-;1;1027.2;-
1;14;8.00;0.0;10.2;88;14;266;-;-;9;1027.9;-
1;14;9.00;0.0;10.1;89;11;275;-;-;50;1028.1;-
1;14;10.00;0.0;10.0;88;10;296;-;-;67;1028.4;-
1;14;11.00;0.0;9.9;88;8;309;-;-;122;1028.5;-
1;14;12.00;0.0;9.5;88;10;273;-;-;111;1028.4;-
1;14;13.00;0.0;9.5;86;5;254;-;-;110;1028.4;-
1;14;14.00;0.0;9.7;84;3;304;-;-;176;1028.7;-
1;14;15.00;0.0;9.7;84;3;296;-;-;143;1029.1;-
1;14;16.00;0.0;9.6;86;4;330;-;-;20;1029.7;-
1;14;17.00;0.0;9.6;86;5;320;-;-;0;1030.2;-
1;14;18.00;0.0;9.3;88;5;336;-;-;0;1030.7;-
1;14;19.00;0.0;9.1;89;4;51;-;-;0;1030.8;-
1;14;20.00;0.0;8.9;90;4;172;-;-;0;1031.1;-
1;14;21.00;0.0;8.3;91;5;145;-;-;0;1031.4;-
1;14;22.00;0.0;8.0;92;5;137;-;-;0;1031.6;-
1;14;23.00;0.0;7.2;93;6;157;-;-;0;1031.9;-
1;14;24.00;0.0;6.8;94;4;162;-;-;0;1031.9;-
1;15;1.00;0.0;6.5;94;2;275;-;-;0;1031.8;-
1;15;2.00;0.0;7.4;95;4;239;-;-;1;1031.9;-
1;15;3.00;0.2;8.6;95;8;237;-;-;0;1031.8;-
1;15;4.00;0.0;7.5;95;8;219;-;-;0;1031.6;-
1;15;5.00;0.0;7.8;95;7;247;-;-;0;1031.6;-
1;15;6.00;0.0;11.5;84;5;105;-;-;0;1031.6;-
1;15;7.00;0.0;11.4;58;10;159;-;-;2;1031.5;-
1;15;8.00;0.0;11.3;57;10;197;-;-;276;1031.2;-
1;15;9.00;0.0;9.1;84;11;265;-;-;735;1031.8;-
1;15;10.00;0.0;9.4;85;8;268;-;-;1044;1031.8;-
1;15;11.00;0.0;9.5;87;6;282;-;-;1207;1031.9;-
1;15;12.00;0.0;9.8;86;8;275;-;-;1206;1031.6;-
1;15;13.00;0.0;9.7;88;6;278;-;-;1033;1030.9;-
1;15;14.00;0.0;9.6;90;6;331;-;-;735;1030.6;-
1;15;15.00;0.0;10.0;89;6;304;-;-;346;1030.8;-
1;15;16.00;0.0;10.0;86;6;314;-;-;34;1031.2;-
1;15;17.00;0.0;9.8;88;4;340;-;-;0;1031.2;-
1;15;18.00;0.0;9.7;88;4;306;-;-;0;1031.5;-
1;15;19.00;0.0;9.5;88;4;262;-;-;0;1031.2;-
1;15;20.00;0.0;9.3;89;5;55;-;-;0;1030.9;-
1;15;21.00;0.0;9.0;88;6;39;-;-;0;1030.8;-
1;15;22.00;0.0;8.6;88;4;30;-;-;0;1030.8;-
1;15;23.00;0.0;8.5;89;5;299;-;-;0;1030.8;-
1;15;24.00;0.0;7.9;87;4;184;-;-;0;1030.8;-
1;16;1.00;0.0;8.1;88;5;158;-;-;0;1030.6;-
1;16;2.00;0.0;7.5;87;5;179;-;-;0;1030.3;-
1;16;3.00;0.0;7.4;85;6;159;-;-;0;1030.1;-
1;16;4.00;0.0;7.3;85;7;167;-;-;0;1030.2;-
1;16;5.00;0.0;7.4;83;5;145;-;-;0;1030.0;-
1;16;6.00;0.0;7.2;83;9;168;-;-;0;1030.4;-
1;16;7.00;0.0;6.2;89;14;137;-;-;1;1031.5;-
1;16;8.00;0.0;6.3;83;14;133;-;-;27;1031.9;-
1;16;9.00;0.0;6.8;84;12;126;-;-;59;1032.0;-
1;16;10.00;0.0;7.9;80;12;150;-;-;103;1031.8;-
1;16;11.00;0.0;8.4;77;9;99;-;-;164;1031.2;-
1;16;12.00;0.0;9.1;75;9;126;-;-;193;1030.3;-
1;16;13.00;0.0;9.6;73;8;125;-;-;142;1029.6;-
1;16;14.00;0.0;10.0;74;6;155;-;-;57;1029.3;-
1;16;15.00;0.0;10.1;77;7;141;-;-;22;1029.3;-
1;16;16.00;0.0;9.9;76;9;148;-;-;1;1029.2;-
1;16;17.00;0.0;9.9;76;7;126;-;-;0;1029.2;-
1;16;18.00;0.0;10.2;75;6;159;-;-;0;1029.1;-
1;16;19.00;0.0;10.3;76;3;154;-;-;0;1028.9;-
1;16;20.00;0.0;10.2;78;3;303;-;-;0;1028.8;-
1;16;21.00;0.0;10.0;80;3;273;-;-;0;1028.9;-
1;16;22.00;0.0;10.1;82;3;355;-;-;0;1028.9;-
1;16;23.00;0.0;10.2;79;2;103;-;-;0;1028.7;-
1;16;24.00;0.0;10.4;81;2;2;-;-;0;1028.6;-
1;17;1.00;0.0;10.3;83;2;247;-;-;0;1028.4;-
1;17;2.00;0.0;10.0;84;1;101;-;-;0;1027.9;-
1;17;3.00;0.0;10.2;85;2;328;-;-;0;1027.5;-
1;17;4.00;0.0;10.0;87;2;249;-;-;0;1027.2;-
1;17;5.00;0.0;9.8;88;3;192;-;-;0;1027.5;-
1;17;6.00;0.0;10.0;88;2;303;-;-;0;1027.7;-
1;17;7.00;0.0;10.1;88;1;203;-;-;0;1027.7;-
1;17;8.00;0.0;10.2;89;1;244;-;-;7;1027.7;-
